make,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,engine_hp_na,age
0,0.27586206896551724,0.0,0.12050739957716702,0.0,0.6666666666666666,0.0,0.0,0.06666666666666667,0.0,0.15384615384615385,0.45675970364560214,0.6267057016527922,1.0,0.0,0.037037037037037035
1,0.8620689655172413,0.0,0.29281183932346727,0.0,0.6666666666666666,0.6666666666666666,0.0,0.7333333333333333,1.0,0.8461538461538463,0.35627206603089423,0.6079368265621321,0.2868258178603006,0.0,0.2222222222222222
2,0.3448275862068966,0.4,0.13213530655391123,0.0,0.6666666666666666,0.0,0.0,0.06666666666666667,1.0,0.5384615384615385,0.33553608699604087,0.5129563404577056,0.17877984084880635,0.0,0.5555555555555556
3,0.7931034482758621,1.0,0.2885835095137421,0.0,0.0,0.6666666666666666,0.0,0.9333333333333333,0.5,0.6923076923076923,0.3938692204016849,0.5403101639561667,0.03324491600353669,0.0,0.14814814814814814
4,0.3793103448275862,0.0,0.153276955602537,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,1.0,0.3076923076923077,0.26360607157968285,0.4483354856975259,0.24456233421750662,0.0,0.7037037037037037
5,0.6896551724137931,0.0,0.26215644820295986,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,0.38461538461538464,0.3938692204016849,0.5403101639561667,0.010433244916003538,0.0,0.07407407407407407
6,0.9310344827586207,1.0,0.17124735729386895,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.4109815500484899,0.6079368265621321,0.10804597701149425,0.0,0.2222222222222222
7,0.3448275862068966,0.0,0.1247357293868922,0.0,0.6666666666666666,0.0,0.0,0.06666666666666667,0.5,0.6923076923076923,0.4704279185387863,0.6267057016527922,0.17877984084880635,0.0,0.2962962962962963
8,0.10344827586206896,0.0,0.23044397463002114,0.0,0.6666666666666666,0.0,0.0,0.7333333333333333,1.0,0.8461538461538463,0.3756715717654995,0.5403101639561667,0.10327144120247568,0.0,0.1111111111111111
9,0.13793103448275862,0.0,0.1427061310782241,0.0,0.6666666666666666,1.0,0.0,0.13333333333333333,0.5,0.6923076923076923,0.35627206603089423,0.5129563404577056,0.1534924845269673,0.0,0.6296296296296295
10,0.7241379310344828,0.6000000000000001,0.1744186046511628,0.0,0.6666666666666666,1.0,0.0,0.13333333333333333,0.5,0.38461538461538464,0.42711001172878316,0.6079368265621321,0.5487179487179488,0.0,0.1111111111111111
11,0.5172413793103449,0.0,0.10993657505285415,0.0,0.0,0.6666666666666666,0.0,0.06666666666666667,0.0,0.3076923076923077,0.3938692204016849,0.6267057016527922,0.3587975243147657,0.0,0.07407407407407407
12,0.27586206896551724,0.4,0.11099365750528542,0.0,1.0,0.0,0.0,0.7333333333333333,0.0,0.46153846153846156,0.5766988700441145,0.713210735636908,1.0,0.0,0.07407407407407407
13,0.1724137931034483,0.0,0.20824524312896409,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.5,0.8461538461538463,0.3133071948561881,0.5129563404577056,0.08470380194518125,0.0,0.37037037037037035
14,0.6551724137931034,0.0,0.12156448202959833,0.0,0.6666666666666666,0.0,0.0,0.06666666666666667,0.0,0.38461538461538464,0.48340915471966817,0.6747064584650397,0.1540229885057471,0.0,0.14814814814814814
15,0.27586206896551724,0.0,0.32769556025369984,0.0,0.6666666666666666,0.3333333333333333,0.0,0.06666666666666667,1.0,0.8461538461538463,0.2894023912592516,0.4483354856975259,1.0,0.0,0.037037037037037035
16,0.034482758620689655,0.0,0.153276955602537,0.0,0.6666666666666666,0.0,0.0,0.26666666666666666,0.5,0.6923076923076923,0.3938692204016849,0.5874590822454628,0.3269672855879752,0.0,0.4444444444444444
17,0.1724137931034483,0.0,0.20824524312896409,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.5,0.8461538461538463,0.33553608699604087,0.4824925325319196,0.08470380194518125,0.0,0.3333333333333333
18,0.896551724137931,1.0,0.19556025369978858,0.0,0.6666666666666666,0.6666666666666666,0.0,0.13333333333333333,1.0,0.6923076923076923,0.5187470239876957,0.6599269437215272,0.692130857648099,0.0,0.037037037037037035
19,0.9310344827586207,0.0,0.10887949260042284,0.0,0.6666666666666666,0.0,0.0,0.06666666666666667,0.0,0.38461538461538464,0.442343378805905,0.6439766773900164,0.01821396993810787,0.0,0.14814814814814814
