make,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity,engine_hp_na,age
0,0.9310344827586207,1.0,0.7014206526507083,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.7692307692307693,0.568012046810983,0.6267057016527922,0.5083302752315154,0.0,0.0
1,0.9310344827586207,1.0,0.7177139531595484,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.3133071948561881,0.4483354856975259,0.3775931292577368,0.0,0.1111111111111111
2,0.48275862068965514,0.0,0.6166345818546062,0.0,0.6666666666666666,0.6666666666666666,0.0,0.5333333333333333,1.0,0.6923076923076923,0.45675970364560214,0.5650191710103831,0.6672024070870833,0.0,0.07407407407407407
3,0.1724137931034483,0.0,0.06745701300351725,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.0,0.15384615384615385,0.4109815500484899,0.6747064584650397,0.46877029655165553,0.0,0.8888888888888888
4,0.20689655172413793,0.0,0.39972519044247257,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.5,0.8461538461538463,0.45675970364560214,0.6747064584650397,0.453386688821001,0.0,0.07407407407407407
5,0.4482758620689655,0.4,0.586932365739615,0.0,0.6666666666666666,0.6666666666666666,0.0,0.4,1.0,0.15384615384615385,0.2052641586208619,0.31511415915111574,0.4900578953934193,0.0,0.07407407407407407
6,0.3103448275862069,0.0,0.3592416738006299,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.46153846153846156,0.5495518403359165,0.7244185258227809,0.5156046045786505,0.0,0.037037037037037035
7,0.3793103448275862,0.4,0.6263078993776845,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7333333333333333,1.0,0.9230769230769231,0.3133071948561881,0.4824925325319196,0.6593698092931665,0.0,0.2222222222222222
8,0.6551724137931034,0.6000000000000001,0.4649053088219852,0.0,1.0,0.0,0.0,0.26666666666666666,0.5,0.6923076923076923,0.48340915471966817,0.6439766773900164,0.570267374875539,0.0,0.07407407407407407
9,0.6551724137931034,0.6000000000000001,0.4649053088219852,0.0,0.0,0.0,0.0,0.26666666666666666,0.5,0.6923076923076923,0.4957578362043824,0.6267057016527922,0.570267374875539,0.0,0.037037037037037035
10,0.7586206896551724,0.0,0.3131985671885116,0.0,0.0,0.6666666666666666,0.0,0.13333333333333333,0.0,0.6923076923076923,0.4109815500484899,0.5650191710103831,0.5094231558330717,0.0,0.9629629629629629
11,0.7586206896551724,1.0,0.7030883637574874,0.0,0.6666666666666666,1.0,0.0,0.9333333333333333,0.5,0.6923076923076923,0.3938692204016849,0.5403101639561667,0.5094231558330717,0.0,0.0
12,0.9310344827586207,0.6000000000000001,0.6044013400096531,0.0,0.6666666666666666,1.0,0.0,0.5333333333333333,1.0,0.6923076923076923,0.42711001172878316,0.5403101639561667,0.4308709637066224,0.0,0.2222222222222222
13,0.7241379310344828,1.0,0.5709872497782285,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.5,0.8461538461538463,0.4109815500484899,0.5650191710103831,0.8407891428077444,0.0,0.0
14,0.6551724137931034,0.6000000000000001,0.4649053088219852,0.0,0.0,0.0,0.0,0.26666666666666666,0.5,0.6923076923076923,0.5075225924196065,0.6439766773900164,0.570267374875539,0.0,0.14814814814814814
15,0.7241379310344828,1.0,0.4979848895684209,0.0,0.0,1.0,0.0,0.13333333333333333,0.5,0.6923076923076923,0.4957578362043824,0.6439766773900164,0.8407891428077444,0.0,0.037037037037037035
